"scientific_name","common_name","genus","category","family","order","production_sector","broad_category","nutrient","value"
"clarias","catfish","clarias","Inland waters","clariidae","siluriformes","Freshwater (assumed capture)","freshwater","Vitamin A",7.66666666666667
"labeo","cyprinids nei","labeo","Inland waters","cyprinidae","cypriniformes","Freshwater (assumed capture)","freshwater","Vitamin A",2.875
"cirrhinus cirrhosus","mrigal carp","cirrhinus","Inland waters","cyprinidae","cypriniformes","Freshwater (assumed capture)","freshwater","Vitamin A",8.9
"clarias batrachus","walking catfish","clarias","Inland waters","clariidae","siluriformes","Freshwater (assumed capture)","freshwater","Vitamin A",7.66666666666667
"salmo trutta","brown trout","salmo","Inland waters","salmonidae","salmoniformes","Recreational","freshwater","Vitamin A",5.15
"esox","northern pike","esox","Inland waters","esocidae","esociformes","Recreational","freshwater","Vitamin A",3
"lepomis","panfish","lepomis","Inland waters","centrarchidae","perciformes","Recreational","freshwater","Vitamin A",5
"penaeus","penaeus shrimps nei","penaeus","Crustaceans","penaeidae","decapoda","import","Marine areas","Vitamin B12",2.15375
"ammodytes","sandeels(=sandlances) nei","ammodytes","Demersal Fish","ammodytidae","perciformes","import","Marine areas","Vitamin B12",7.65
"chelidonichthys cuculus","red gurnard","chelidonichthys","Demersal Fish","triglidae","scorpaeniformes","import","Marine areas","Vitamin B12",2.2
"chelidonichthys lucerna","tub gurnard","chelidonichthys","Demersal Fish","triglidae","scorpaeniformes","import","Marine areas","Vitamin B12",2.2
"conger oceanicus","american conger","conger","Demersal Fish","congridae","anguilliformes","import","Marine areas","Vitamin B12",2.4
"cynoscion arenarius","sand weakfish","cynoscion","Demersal Fish","sciaenidae","perciformes","import","Marine areas","Vitamin B12",3
"cynoscion nebulosus","spotted weakfish","cynoscion","Demersal Fish","sciaenidae","perciformes","import","Marine areas","Vitamin B12",3
"cynoscion regalis","squeteague(=gray weakfish)","cynoscion","Demersal Fish","sciaenidae","perciformes","import","Marine areas","Vitamin B12",3
"epinephelus","groupers nei","epinephelus","Demersal Fish","serranidae","perciformes","import","Marine areas","Vitamin B12",1.42625
"epinephelus drummondhayi","speckled hind","epinephelus","Demersal Fish","serranidae","perciformes","import","Marine areas","Vitamin B12",1.42625
"epinephelus guttatus","red hind","epinephelus","Demersal Fish","serranidae","perciformes","import","Marine areas","Vitamin B12",1.42625
"epinephelus morio","red grouper","epinephelus","Demersal Fish","serranidae","perciformes","import","Marine areas","Vitamin B12",1.42625
"epinephelus spp","groupers nei","epinephelus","Demersal Fish","serranidae","percoidei","Capture production","Marine areas","Vitamin B12",1.42625
"hexagrammos decagrammus","kelp greenling","hexagrammos","Demersal Fish","hexagrammidae","scorpaeniformes","import","Marine areas","Vitamin B12",2.2
"hippoglossoides elassodon","flathead sole","hippoglossoides","Demersal Fish","pleuronectidae","pleuronectiformes","import","Marine areas","Vitamin B12",4.6
"hippoglossoides platessoides","amer. plaice(=long rough dab)","hippoglossoides","Demersal Fish","pleuronectidae","pleuronectiformes","import","Marine areas","Vitamin B12",4.6
"leiostomus xanthurus","spot croaker","leiostomus","Demersal Fish","sciaenidae","perciformes","import","Marine areas","Vitamin B12",3
"lophius americanus","american angler","lophius","Demersal Fish","lophiidae","lophiiformes","import","Marine areas","Vitamin B12",1.05
"lutjanus analis","mutton snapper","lutjanus","Demersal Fish","lutjanidae","perciformes","import","Marine areas","Vitamin B12",2.35
"lutjanus campechanus","northern red snapper","lutjanus","Demersal Fish","lutjanidae","perciformes","import","Marine areas","Vitamin B12",2.35
"lutjanus griseus","grey snapper","lutjanus","Demersal Fish","lutjanidae","perciformes","import","Marine areas","Vitamin B12",2.35
"lutjanus synagris","lane snapper","lutjanus","Demersal Fish","lutjanidae","perciformes","import","Marine areas","Vitamin B12",2.35
"lutjanus vivanus","silk snapper","lutjanus","Demersal Fish","lutjanidae","perciformes","import","Marine areas","Vitamin B12",2.35
"merluccius bilinearis","silver hake","merluccius","Demersal Fish","merlucciidae","gadiformes","import","Marine areas","Vitamin B12",0.997142857142857
"merluccius productus","north pacific hake","merluccius","Demersal Fish","merlucciidae","gadiformes","import","Marine areas","Vitamin B12",0.997142857142857
"mugil curema","white mullet","mugil","Demersal Fish","mugilidae","mugiliformes","import","Marine areas","Vitamin B12",1.84090909090909
"mustelus canis","dusky smooth-hound","mustelus","Demersal Fish","triakidae","carcharhiniformes","import","Marine areas","Vitamin B12",0.6
"pagrus pagrus","red porgy","pagrus","Demersal Fish","sparidae","perciformes","import","Marine areas","Vitamin B12",2.325
"paralichthys californicus","california flounder","paralichthys","Demersal Fish","paralichthyidae","pleuronectiformes","import","Marine areas","Vitamin B12",1.2
"paralichthys dentatus","summer flounder","paralichthys","Demersal Fish","paralichthyidae","pleuronectiformes","import","Marine areas","Vitamin B12",1.2
"platichthys flesus","european flounder","platichthys","Demersal Fish","pleuronectidae","pleuronectiformes","import","Marine areas","Vitamin B12",1
"pleurogrammus monopterygius","atka mackerel","pleurogrammus","Demersal Fish","hexagrammidae","scorpaeniformes","import","Marine areas","Vitamin B12",7.15
"pleuronectes platessa","european plaice","pleuronectes","Demersal Fish","pleuronectidae","pleuronectiformes","import","Marine areas","Vitamin B12",3.06
"sebastes","atlantic redfishes nei","sebastes","Demersal Fish","sebastidae","scorpaeniformes","import","Marine areas","Vitamin B12",1.5325
"sebastes","golden redfish","sebastes","Demersal Fish","sebastidae","scorpaeniformes","import","Marine areas","Vitamin B12",1.5325
"sebastes carnatus","gopher rockfish","sebastes","Demersal Fish","sebastidae","scorpaeniformes","import","Marine areas","Vitamin B12",1.5325
"sebastes crameri","darkblotched rockfish","sebastes","Demersal Fish","sebastidae","scorpaeniformes","import","Marine areas","Vitamin B12",1.5325
"sebastes diploproa","splitnose rockfish","sebastes","Demersal Fish","sebastidae","scorpaeniformes","import","Marine areas","Vitamin B12",1.5325
"sebastes entomelas","widow rockfish","sebastes","Demersal Fish","sebastidae","scorpaeniformes","import","Marine areas","Vitamin B12",1.5325
"sebastes flavidus","yellowtail rockfish","sebastes","Demersal Fish","sebastidae","scorpaeniformes","import","Marine areas","Vitamin B12",1.5325
"sebastes goodei","chilipepper rockfish","sebastes","Demersal Fish","sebastidae","scorpaeniformes","import","Marine areas","Vitamin B12",1.5325
"sebastes melanops","black rockfish","sebastes","Demersal Fish","sebastidae","scorpaeniformes","import","Marine areas","Vitamin B12",1.5325
"sebastes melanostomus","blackgill rockfish","sebastes","Demersal Fish","sebastidae","scorpaeniformes","import","Marine areas","Vitamin B12",1.5325
"sebastes miniatus","vermilion rockfish","sebastes","Demersal Fish","sebastidae","scorpaeniformes","import","Marine areas","Vitamin B12",1.5325
"sebastolobus alascanus","shortspine thornyhead","sebastolobus","Demersal Fish","sebastidae","scorpaeniformes","import","Marine areas","Vitamin B12",1
"acipenser transmontanus","white sturgeon","acipenser","Freshwater Fish","acipenseridae","acipenseriformes","import","Marine areas","Vitamin B12",2.35285714285714
"alosa mediocris","hickory shad","alosa","Freshwater Fish","clupeidae","clupeiformes","import","Inland waters","Vitamin B12",0.146666666666667
"alosa pseudoharengus","alewife","alosa","Freshwater Fish","clupeidae","clupeiformes","import","Marine areas","Vitamin B12",0.146666666666667
"morone americana","white perch","morone","Freshwater Fish","moronidae","perciformes","import","Inland waters","Vitamin B12",3.58666666666667
"osmerus eperlanus","european smelt","osmerus","Freshwater Fish","osmeridae","osmeriformes","import","Marine areas","Vitamin B12",3.71
"salvelinus namaycush","lake trout(=char)","salvelinus","Freshwater Fish","salmonidae","salmoniformes","import","Inland waters","Vitamin B12",4.15714285714286
"crassostrea","cupped oysters nei","crassostrea","Moluscs; Other","ostreidae","ostreoida","import","Marine areas","Vitamin B12",8.75
"crassostrea gigas","pacific cupped oyster","crassostrea","Moluscs; Other","ostreidae","ostreoida","import","Marine areas","Vitamin B12",8.75
"decapterus","scads nei","decapterus","Pelagic Fish","carangidae","perciformes","import","Marine areas","Vitamin B12",10.075
"engraulis mordax","californian anchovy","engraulis","Pelagic Fish","engraulidae","clupeiformes","import","Marine areas","Vitamin B12",0.824444444444444
"euthynnus alletteratus","little tunny(=atl.black skipj)","euthynnus","Pelagic Fish","scombridae","perciformes","import","Marine areas","Vitamin B12",1.9
"makaira nigricans","blue marlin","makaira","Pelagic Fish","istiophoridae","perciformes","import","Marine areas","Vitamin B12",1.5
"sardinella aurita","round sardinella","sardinella","Pelagic Fish","clupeidae","clupeiformes","import","Marine areas","Vitamin B12",7.69193548387097
"sardinella maderensis","madeiran sardinella","sardinella","Pelagic Fish","clupeidae","clupeiformes","import","Marine areas","Vitamin B12",7.69193548387097
"scomber colias","atlantic chub mackerel","scomber","Pelagic Fish","scombridae","perciformes","import","Marine areas","Vitamin B12",7.91576923076923
"scomberomorus maculatus","atlantic spanish mackerel","scomberomorus","Pelagic Fish","scombridae","perciformes","import","Marine areas","Vitamin B12",5.18928571428571
"seriola","amberjacks nei","seriola","Pelagic Fish","carangidae","perciformes","import","Marine areas","Vitamin B12",3.675
"seriola rivoliana","longfin yellowtail","seriola","Pelagic Fish","carangidae","perciformes","import","Marine areas","Vitamin B12",3.675
"seriola zonata","banded rudderfish","seriola","Pelagic Fish","carangidae","perciformes","import","Marine areas","Vitamin B12",3.675
"sphyraena","barracudas nei","sphyraena","Pelagic Fish","sphyraenidae","perciformes","import","Marine areas","Vitamin B12",2.63333333333333
"thunnus atlanticus","blackfin tuna","thunnus","Pelagic Fish","scombridae","perciformes","import","Marine areas","Vitamin B12",3.64297297297297
"thunnus orientalis","pacific bluefin tuna","thunnus","Pelagic Fish","scombridae","perciformes","import","Marine areas","Vitamin B12",3.64297297297297
"anarhichas","wolffishes(=catfishes) nei","anarhichas","Demersal Fish","anarhichadidae","perciformes","import","Marine areas","Vitamin B12",2.03
"argyrosomus hololepidotus","southern meagre(=mulloway)","argyrosomus","Demersal Fish","sciaenidae","perciformes","import","Marine areas","Vitamin B12",0.266666666666667
"argyrosomus japonicus","japanese meagre","argyrosomus","Demersal Fish","sciaenidae","perciformes","import","Marine areas","Vitamin B12",0.266666666666667
"chelidonichthys capensis","cape gurnard","chelidonichthys","Demersal Fish","triglidae","scorpaeniformes","import","Marine areas","Vitamin B12",2.2
"conger conger","european conger","conger","Demersal Fish","congridae","anguilliformes","import","Marine areas","Vitamin B12",2.4
"dentex spp","dentex nei","dentex","Demersal Fish","sparidae","percoidei","Capture production","Marine areas","Vitamin B12",3.2
"dicentrarchus","seabasses nei","dicentrarchus","Demersal Fish","moronidae","perciformes","import","Marine areas","Vitamin B12",3.94166666666667
"dissostichus mawsoni","antarctic toothfish","dissostichus","Demersal Fish","nototheniidae","perciformes","import","Marine areas","Vitamin B12",0.6
"lophius","monkfishes nei","lophius","Demersal Fish","lophiidae","lophiiformes","import","Marine areas","Vitamin B12",1.05
"lophius vomerinus","devil anglerfish","lophius","Demersal Fish","lophiidae","lophiiformes","import","Marine areas","Vitamin B12",1.05
"merluccius","hakes nei","merluccius","Demersal Fish","merlucciidae","gadiformes","import","Marine areas","Vitamin B12",0.997142857142857
"merluccius","south pacific hake","merluccius","Demersal Fish","merlucciidae","gadiformes","import","Marine areas","Vitamin B12",0.997142857142857
"merluccius capensis","shallow-water cape hake","merluccius","Demersal Fish","merlucciidae","gadiformes","Capture production","Marine areas","Vitamin B12",0.997142857142857
"merluccius merluccius","european hake","merluccius","Demersal Fish","merlucciidae","gadiformes","import","Marine areas","Vitamin B12",0.997142857142857
"micromesistius poutassou","blue whiting(=poutassou)","micromesistius","Demersal Fish","gadidae","gadiformes","import","Marine areas","Vitamin B12",1.6
"mustelus mustelus","smooth-hound","mustelus","Demersal Fish","triakidae","carcharhiniformes","import","Marine areas","Vitamin B12",0.6
"pagrus spp","pargo breams nei","pagrus","Demersal Fish","sparidae","percoidei","Capture production","Marine areas","Vitamin B12",2.325
"sebastes mentella","beaked redfish","sebastes","Demersal Fish","sebastidae","scorpaeniformes","import","Marine areas","Vitamin B12",1.5325
"anguilla anguilla","european eel","anguilla","Freshwater Fish","anguillidae","anguilliformes","import","Marine areas","Vitamin B12",3.10625
"mytilus galloprovincialis","mediterranean mussel","mytilus","Moluscs; Other","mytilidae","mytiloida","import","Marine areas","Vitamin B12",11.1444444444444
"auxis thazard, a. rochei","frigate and bullet tunas","auxis","Pelagic Fish","scombridae","scombroidei","Capture production","Marine areas","Vitamin B12",3.67
"beryx","alfonsinos nei","beryx","Pelagic Fish","berycidae","beryciformes","import","Marine areas","Vitamin B12",1.1
"engraulis capensis","southern african anchovy","engraulis","Pelagic Fish","engraulidae","clupeiformes","import","Marine areas","Vitamin B12",0.824444444444444
"salmo","trouts nei","salmo","Pelagic Fish","salmonidae","salmoniformes","import","Marine areas","Vitamin B12",4.49098591549296
"salvelinus","chars nei","salvelinus","Pelagic Fish","salmonidae","salmoniformes","import","Marine areas","Vitamin B12",4.15714285714286
"sardinella spp","sardinellas nei","sardinella","Pelagic Fish","clupeidae","clupeiformes","Capture production","Marine areas","Vitamin B12",7.69193548387097
"sardinops ocellatus","southern african pilchard","sardinops","Pelagic Fish","clupeidae","clupeiformes","Capture production","Marine areas","Vitamin B12",9.07428571428571
"scomber","scomber mackerels nei","scomber","Pelagic Fish","scombridae","perciformes","import","Marine areas","Vitamin B12",7.91576923076923
"scomberomorus tritor","west african spanish mackerel","scomberomorus","Pelagic Fish","scombridae","scombroidei","Capture production","Marine areas","Vitamin B12",5.18928571428571
"sphyraena spp","barracudas nei","sphyraena","Pelagic Fish","sphyraenidae","other perciformes","Capture production","Marine areas","Vitamin B12",2.63333333333333
"trachurus capensis","cape horse mackerel","trachurus","Pelagic Fish","carangidae","percoidei","Capture production","Marine areas","Vitamin B12",7.488
"trachurus trecae","cunene horse mackerel","trachurus","Pelagic Fish","carangidae","percoidei","Capture production","Marine areas","Vitamin B12",7.488
"penaeus kerathurus","caramote prawn","penaeus","Crustaceans","penaeidae","natantia","Capture production","Marine areas","Vitamin B12",2.15375
"dentex dentex","common dentex","dentex","Demersal Fish","sparidae","percoidei","Capture production","Marine areas","Vitamin B12",3.2
"dentex macrophthalmus","large-eye dentex","dentex","Demersal Fish","sparidae","perciformes","import","Marine areas","Vitamin B12",3.2
"genypterus blacodes","pink cusk-eel","genypterus","Demersal Fish","ophidiidae","ophidiiformes","import","Marine areas","Vitamin B12",1.3
"lophius spp","monkfishes nei","lophius","Demersal Fish","lophiidae","lophiiformes","Capture production","Marine areas","Vitamin B12",1.05
"merluccius hubbsi","argentine hake","merluccius","Demersal Fish","merlucciidae","gadiformes","import","Marine areas","Vitamin B12",0.997142857142857
"micromesistius australis","southern blue whiting","micromesistius","Demersal Fish","gadidae","gadiformes","import","Marine areas","Vitamin B12",1.6
"alosa spp","shads nei","alosa","Freshwater Fish","clupeidae","clupeiformes","Capture production","Inland waters","Vitamin B12",0.146666666666667
"mytilus chilensis","chilean mussel","mytilus","Moluscs; Other","mytilidae","mytiloida","import","Marine areas","Vitamin B12",11.1444444444444
"pecten jacobaeus","great mediterranean scallop","pecten","Moluscs; Other","pectinidae","ostreoida","import","Marine areas","Vitamin B12",3.1
"trachurus","jack and horse mackerels nei","trachurus","Pelagic Fish","carangidae","perciformes","import","Marine areas","Vitamin B12",7.488
"loligo","common squids nei","loligo","Cephalopods","loliginidae","teuthida","import","Marine areas","Vitamin B12",3.58133333333333
"loligo reynaudii","cape hope squid","loligo","Cephalopods","loliginidae","teuthida","import","Marine areas","Vitamin B12",3.58133333333333
"octopus maya","mexican four-eyed octopus","octopus","Cephalopods","octopodidae","octopoda","import","Marine areas","Vitamin B12",1.25
"chionoecetes","tanner crabs nei","chionoecetes","Crustaceans","oregoniidae","decapoda","import","Marine areas","Vitamin B12",6.81428571428571
"chionoecetes japonicus","red snow crab","chionoecetes","Crustaceans","oregoniidae","decapoda","import","Marine areas","Vitamin B12",6.81428571428571
"jasus lalandii","cape rock lobster","jasus","Crustaceans","palinuridae","decapoda","import","Marine areas","Vitamin B12",1.42
"jasus novaehollandiae","southern rock lobster","jasus","Crustaceans","palinuridae","decapoda","import","Marine areas","Vitamin B12",1.42
"litopenaeus setiferus","northern white shrimp","litopenaeus","Crustaceans","penaeidae","decapoda","import","Marine areas","Vitamin B12",1.3
"litopenaeus stylirostris","blue shrimp","litopenaeus","Crustaceans","penaeidae","decapoda","import","Marine areas","Vitamin B12",1.3
"marsupenaeus japonicus","kuruma prawn","marsupenaeus","Crustaceans","penaeidae","decapoda","import","Marine areas","Vitamin B12",2.06666666666667
"melicertus kerathurus","caramote prawn","melicertus","Crustaceans","penaeidae","decapoda","import","Marine areas","Vitamin B12",1
"metapenaeus","metapenaeus shrimps nei","metapenaeus","Crustaceans","penaeidae","decapoda","import","Marine areas","Vitamin B12",1.75
"metapenaeus ensis","greasyback shrimp","metapenaeus","Crustaceans","penaeidae","decapoda","import","Marine areas","Vitamin B12",1.75
"panulirus","tropical spiny lobsters nei","panulirus","Crustaceans","palinuridae","decapoda","import","Marine areas","Vitamin B12",0.3
"panulirus argus","caribbean spiny lobster","panulirus","Crustaceans","palinuridae","decapoda","import","Marine areas","Vitamin B12",0.3
"panulirus cygnus","australian spiny lobster","panulirus","Crustaceans","palinuridae","decapoda","import","Marine areas","Vitamin B12",0.3
"panulirus longipes","longlegged spiny lobster","panulirus","Crustaceans","palinuridae","decapoda","import","Marine areas","Vitamin B12",0.3
"acanthopagrus berda","goldsilk seabream","acanthopagrus","Demersal Fish","sparidae","perciformes","import","Marine areas","Vitamin B12",2.8
"acanthopagrus bifasciatus","twobar seabream","acanthopagrus","Demersal Fish","sparidae","perciformes","import","Marine areas","Vitamin B12",2.8
"acanthopagrus latus","yellowfin seabream","acanthopagrus","Demersal Fish","sparidae","perciformes","import","Marine areas","Vitamin B12",2.8
"argyrosomus regius","meagre","argyrosomus","Demersal Fish","sciaenidae","perciformes","import","Marine areas","Vitamin B12",0.266666666666667
"beryx decadactylus","alfonsino","beryx","Demersal Fish","berycidae","beryciformes","import","Marine areas","Vitamin B12",1.1
"cephalopholis argus","peacock hind","cephalopholis","Demersal Fish","serranidae","perciformes","import","Marine areas","Vitamin B12",1
"cephalopholis boenak","chocolate hind","cephalopholis","Demersal Fish","serranidae","perciformes","import","Marine areas","Vitamin B12",1
"cephalopholis hemistiktos","yellowfin hind","cephalopholis","Demersal Fish","serranidae","perciformes","import","Marine areas","Vitamin B12",1
"chelidonichthys kumu","bluefin gurnard","chelidonichthys","Demersal Fish","triglidae","scorpaeniformes","import","Marine areas","Vitamin B12",2.2
"dicentrarchus punctatus","spotted seabass","dicentrarchus","Demersal Fish","moronidae","perciformes","import","Marine areas","Vitamin B12",3.94166666666667
"dissostichus eleginoides","patagonian toothfish","dissostichus","Demersal Fish","nototheniidae","perciformes","import","Marine areas","Vitamin B12",0.6
"epinephelus areolatus","areolate grouper","epinephelus","Demersal Fish","serranidae","perciformes","import","Marine areas","Vitamin B12",1.42625
"epinephelus bleekeri","duskytail grouper","epinephelus","Demersal Fish","serranidae","percoidei","Capture production","Marine areas","Vitamin B12",1.42625
"epinephelus chlorostigma","brownspotted grouper","epinephelus","Demersal Fish","serranidae","perciformes","import","Marine areas","Vitamin B12",1.42625
"epinephelus coeruleopunctatus","whitespotted grouper","epinephelus","Demersal Fish","serranidae","perciformes","import","Marine areas","Vitamin B12",1.42625
"epinephelus coioides","orange-spotted grouper","epinephelus","Demersal Fish","serranidae","perciformes","import","Marine areas","Vitamin B12",1.42625
"epinephelus fuscoguttatus","brown-marbled grouper","epinephelus","Demersal Fish","serranidae","perciformes","import","Marine areas","Vitamin B12",1.42625
"epinephelus malabaricus","malabar grouper","epinephelus","Demersal Fish","serranidae","perciformes","import","Marine areas","Vitamin B12",1.42625
"epinephelus morrhua","comet grouper","epinephelus","Demersal Fish","serranidae","perciformes","import","Marine areas","Vitamin B12",1.42625
"epinephelus multinotatus","white-blotched grouper","epinephelus","Demersal Fish","serranidae","perciformes","import","Marine areas","Vitamin B12",1.42625
"epinephelus polylepis","smallscaled grouper","epinephelus","Demersal Fish","serranidae","perciformes","import","Marine areas","Vitamin B12",1.42625
"epinephelus summana","summan grouper","epinephelus","Demersal Fish","serranidae","perciformes","import","Marine areas","Vitamin B12",1.42625
"epinephelus tauvina","greasy grouper","epinephelus","Demersal Fish","serranidae","perciformes","import","Marine areas","Vitamin B12",1.42625
"lethrinus borbonicus","snubnose emperor","lethrinus","Demersal Fish","lethrinidae","perciformes","import","Marine areas","Vitamin B12",2.55
"lethrinus harak","thumbprint emperor","lethrinus","Demersal Fish","lethrinidae","perciformes","import","Marine areas","Vitamin B12",2.55
"lethrinus lentjan","pink ear emperor","lethrinus","Demersal Fish","lethrinidae","perciformes","import","Marine areas","Vitamin B12",2.55
"lethrinus mahsena","sky emperor","lethrinus","Demersal Fish","lethrinidae","perciformes","import","Marine areas","Vitamin B12",2.55
"lethrinus microdon","smalltooth emperor","lethrinus","Demersal Fish","lethrinidae","perciformes","import","Marine areas","Vitamin B12",2.55
"lethrinus obsoletus","orange-striped emperor","lethrinus","Demersal Fish","lethrinidae","perciformes","import","Marine areas","Vitamin B12",2.55
"lethrinus xanthochilus","yellowlip emperor","lethrinus","Demersal Fish","lethrinidae","perciformes","import","Marine areas","Vitamin B12",2.55
"lutjanus","snappers nei","lutjanus","Demersal Fish","lutjanidae","perciformes","import","Marine areas","Vitamin B12",2.35
"lutjanus argentimaculatus","mangrove red snapper","lutjanus","Demersal Fish","lutjanidae","perciformes","import","Marine areas","Vitamin B12",2.35
"lutjanus bohar","two-spot red snapper","lutjanus","Demersal Fish","lutjanidae","perciformes","import","Marine areas","Vitamin B12",2.35
"lutjanus gibbus","humpback red snapper","lutjanus","Demersal Fish","lutjanidae","perciformes","import","Marine areas","Vitamin B12",2.35
"lutjanus johnii","john's snapper","lutjanus","Demersal Fish","lutjanidae","perciformes","import","Marine areas","Vitamin B12",2.35
"lutjanus kasmira","common bluestripe snapper","lutjanus","Demersal Fish","lutjanidae","perciformes","import","Marine areas","Vitamin B12",2.35
"lutjanus quinquelineatus","five-lined snapper","lutjanus","Demersal Fish","lutjanidae","perciformes","import","Marine areas","Vitamin B12",2.35
"macruronus magellanicus","patagonian grenadier","macruronus","Demersal Fish","merlucciidae","gadiformes","import","Marine areas","Vitamin B12",0.86
"merluccius australis","southern hake","merluccius","Demersal Fish","merlucciidae","gadiformes","import","Marine areas","Vitamin B12",0.997142857142857
"molva dypterygia","blue ling","molva","Demersal Fish","lotidae","gadiformes","import","Marine areas","Vitamin B12",0.56
"muraenesox","pike-congers nei","muraenesox","Demersal Fish","muraenesocidae","anguilliformes","import","Marine areas","Vitamin B12",1.9
"mustelus lenticulatus","spotted estuary smooth-hound","mustelus","Demersal Fish","triakidae","carcharhiniformes","import","Marine areas","Vitamin B12",0.6
"nemadactylus","morwongs","nemadactylus","Demersal Fish","cheilodactylidae","perciformes","import","Marine areas","Vitamin B12",1.565
"nemipterus","threadfin breams nei","nemipterus","Demersal Fish","nemipteridae","perciformes","import","Marine areas","Vitamin B12",1.625
"nemipterus virgatus","golden threadfin bream","nemipterus","Demersal Fish","nemipteridae","perciformes","import","Marine areas","Vitamin B12",1.625
"pollachius pollachius","pollack","pollachius","Demersal Fish","gadidae","gadiformes","import","Marine areas","Vitamin B12",3.4475
"pseudopleuronectes herzensteini","yellow striped flounder","pseudopleuronectes","Demersal Fish","pleuronectidae","pleuronectiformes","import","Marine areas","Vitamin B12",0.8
"saurida tumbil","greater lizardfish","saurida","Demersal Fish","synodontidae","aulopiformes","import","Marine areas","Vitamin B12",1.7
"seriolella brama","common warehou","seriolella","Demersal Fish","centrolophidae","perciformes","import","Marine areas","Vitamin B12",1.8
"seriolella caerulea","white warehou","seriolella","Demersal Fish","centrolophidae","perciformes","import","Marine areas","Vitamin B12",1.8
"sillago sihama","silver sillago","sillago","Demersal Fish","sillaginidae","perciformes","import","Marine areas","Vitamin B12",2.1
"acipenser gueldenstaedtii","danube sturgeon(=osetr)","acipenser","Freshwater Fish","acipenseridae","acipenseriformes","import","Inland waters","Vitamin B12",2.35285714285714
"lampetra fluviatilis","river lamprey","lampetra","Freshwater Fish","petromyzontidae","petromyzontiformes","import","Inland waters","Vitamin B12",4.9
"oncorhynchus masou","masu(=cherry) salmon","oncorhynchus","Freshwater Fish","salmonidae","salmoniformes","import","Inland waters","Vitamin B12",4.23754966887417
"crassostrea corteziensis","cortez oyster","crassostrea","Moluscs; Other","ostreidae","ostreoida","import","Marine areas","Vitamin B12",8.75
"haliotis","abalones nei","haliotis","Moluscs; Other","haliotidae","patellogastropoda","import","Marine areas","Vitamin B12",2.94125
"mytilus californianus","californian mussel","mytilus","Moluscs; Other","mytilidae","mytiloida","import","Marine areas","Vitamin B12",11.1444444444444
"mytilus planulatus","australian mussel","mytilus","Moluscs; Other","mytilidae","mytiloida","import","Marine areas","Vitamin B12",11.1444444444444
"alosa","shads nei","alosa","Pelagic Fish","clupeidae","clupeiformes","import","Marine areas","Vitamin B12",0.146666666666667
"auxis","frigate and bullet tunas","auxis","Pelagic Fish","scombridae","perciformes","import","Marine areas","Vitamin B12",3.67
"carangoides bajad","orangespotted trevally","carangoides","Pelagic Fish","carangidae","perciformes","import","Marine areas","Vitamin B12",0.64
"carangoides malabaricus","malabar trevally","carangoides","Pelagic Fish","carangidae","perciformes","import","Marine areas","Vitamin B12",0.64
"decapterus russelli","indian scad","decapterus","Pelagic Fish","carangidae","perciformes","import","Marine areas","Vitamin B12",10.075
"dussumieria acuta","rainbow sardine","dussumieria","Pelagic Fish","dussumieriidae","clupeiformes","import","Marine areas","Vitamin B12",8.06666666666667
"encrasicholina punctifer","buccaneer anchovy","encrasicholina","Pelagic Fish","engraulidae","clupeiformes","import","Marine areas","Vitamin B12",9.7
"engraulis japonicus","japanese anchovy","engraulis","Pelagic Fish","engraulidae","clupeiformes","import","Marine areas","Vitamin B12",0.824444444444444
"engraulis ringens","anchoveta(=peruvian anchovy)","engraulis","Pelagic Fish","engraulidae","clupeiformes","import","Marine areas","Vitamin B12",0.824444444444444
"euthynnus affinis","kawakawa","euthynnus","Pelagic Fish","scombridae","perciformes","import","Marine areas","Vitamin B12",1.9
"pampus","silver pomfrets nei","pampus","Pelagic Fish","stromateidae","perciformes","import","Marine areas","Vitamin B12",1.46666666666667
"rastrelliger","indian mackerels nei","rastrelliger","Pelagic Fish","scombridae","perciformes","import","Marine areas","Vitamin B12",5.55
"rastrelliger kanagurta","indian mackerel","rastrelliger","Pelagic Fish","scombridae","perciformes","import","Marine areas","Vitamin B12",5.55
"sardinella","sardinellas nei","sardinella","Pelagic Fish","clupeidae","clupeiformes","import","Marine areas","Vitamin B12",7.69193548387097
"sardinella gibbosa","goldstripe sardinella","sardinella","Pelagic Fish","clupeidae","clupeiformes","import","Marine areas","Vitamin B12",7.69193548387097
"sardinella lemuru","bali sardinella","sardinella","Pelagic Fish","clupeidae","clupeiformes","import","Marine areas","Vitamin B12",7.69193548387097
"sardinella longiceps","indian oil sardine","sardinella","Pelagic Fish","clupeidae","clupeiformes","import","Marine areas","Vitamin B12",7.69193548387097
"scomber australasicus","blue mackerel","scomber","Pelagic Fish","scombridae","perciformes","import","Marine areas","Vitamin B12",7.91576923076923
"scomberomorus","seerfishes nei","scomberomorus","Pelagic Fish","scombridae","perciformes","import","Marine areas","Vitamin B12",5.18928571428571
"scomberomorus commerson","narrow-barred spanish mackerel","scomberomorus","Pelagic Fish","scombridae","perciformes","import","Marine areas","Vitamin B12",5.18928571428571
"sphyraena barracuda","great barracuda","sphyraena","Pelagic Fish","sphyraenidae","perciformes","import","Marine areas","Vitamin B12",2.63333333333333
"sphyraena jello","pickhandle barracuda","sphyraena","Pelagic Fish","sphyraenidae","perciformes","import","Marine areas","Vitamin B12",2.63333333333333
