mar_taxa_name,mar_match_key,afcd_match_species,afcd_match_genus,afcd_match_family,afcd_match_order,afcd_match_class,afcd_match_phylum,missing,tonnes
carangoides malabaricus,carangoides malabaricus,carangoides malabaricus,carangoides,NA,NA,NA,NA,0,106264.1363
mycteroperca,mycteroperca,NA,mycteroperca,NA,NA,NA,NA,0,105588.1913
acanthopagrus berda,acanthopagrus berda,acanthopagrus berda,acanthopagrus,NA,NA,NA,NA,0,105312.3865
larimus breviceps,larimus previceps,larimus previceps,larimus,NA,NA,NA,NA,0,104988.892
diodontidae,NA,NA,NA,NA,NA,NA,NA,1,104937.1224
pelates quadrilineatus,lates,NA,lates,NA,NA,NA,NA,0,104934.2213
haemulon steindachneri,haemulon,NA,haemulon,NA,NA,NA,NA,0,104782.8367
gadus ogac,gadus ogac,gadus ogac,gadus,NA,NA,NA,NA,0,104481.1948
alectis ciliaris,alectis,NA,alectis,NA,NA,NA,NA,0,104467.6875
upeneus sulphureus,upeneus sulphureus,upeneus sulphureus,upeneus,NA,NA,NA,NA,0,104125.1713
moolgarda seheli,NA,NA,NA,NA,NA,NA,NA,1,103181.7506
rhizoprionodon terraenovae,rhizoprionodon terraenovae,rhizoprionodon terraenovae,rhizoprionodon,NA,NA,NA,NA,0,103145.833
oplegnathus fasciatus,oplegnathus fasciatus,oplegnathus fasciatus,oplegnathus,NA,NA,NA,NA,0,103075.9608
lutjanus guttatus,lutjanus guttatus,lutjanus guttatus,lutjanus,NA,NA,NA,NA,0,102162.3454
callorhinchus milii,callorhinchus,NA,callorhinchus,NA,NA,NA,NA,0,101789.6504
ophidiidae,ophidiidae,NA,NA,ophidiidae,NA,NA,NA,0,101552.7398
serranus cabrilla,serranus cabrilla,serranus cabrilla,serranus,NA,NA,NA,NA,0,101528.7955
lutjanus griseus,lutjanus griseus,lutjanus griseus,lutjanus,NA,NA,NA,NA,0,101434.0618
mugil curema,mugil curema,mugil curema,mugil,NA,NA,NA,NA,0,100802.5647
osmerus mordax mordax,osmerus mordax,osmerus mordax,osmerus,NA,NA,NA,NA,0,99210.04137
lagocephalus laevigatus,lagocephalus,NA,lagocephalus,NA,NA,NA,NA,0,98610.2015
decapterus punctatus,decapterus punctatus,decapterus punctatus,decapterus,NA,NA,NA,NA,0,98559.16498
rhabdosargus sarba,rhabdoscargus sarba,rhabdoscargus sarba,rhabdosargus,NA,NA,NA,NA,0,98443.24967
coregonus muksun,coregonus muksun,coregonus muksun,coregonus,NA,NA,NA,NA,0,97999.18327
centrolophidae,centrolophidae,NA,NA,centrolophidae,NA,NA,NA,0,97941.08086
pellona harroweri,pellona harroweri,pellona harroweri,pellona,NA,NA,NA,NA,0,97169.31704
hyperoglyphe antarctica,hyperoglyphe antarctica,hyperoglyphe antarctica,hyperoglyphe,NA,NA,NA,NA,0,96915.93545
scylla,scylla,NA,scylla,NA,NA,NA,NA,0,96545.66218
orcynopsis unicolor,orcynopsis unicolor,orcynopsis unicolor,orcynopsis,NA,NA,NA,NA,0,96284.321
parapenaeopsis sculptilis,parapenaeopsis,NA,parapenaeopsis,NA,NA,NA,NA,0,95953.18139
pomadasys incisus,pomadasys,NA,pomadasys,NA,NA,NA,NA,0,95773.26661
harengula clupeola,NA,NA,NA,NA,NA,NA,NA,1,95190.96014
coregonus autumnalis,coregonus autumnalis,coregonus autumnalis,coregonus,NA,NA,NA,NA,0,94653.20102
gobionotothen gibberifrons,gobionotothen gibberifrons,gobionotothen gibberifrons,gobionotothen,NA,NA,NA,NA,0,93825.99619
lopholatilus chamaeleonticeps,lopholatilus chamaeleonticeps,lopholatilus chamaeleonticeps,lopholatilus,NA,NA,NA,NA,0,93147.23514
zoarces viviparus,zoarces,NA,zoarces,NA,NA,NA,NA,0,92924.16211
epinephelus goreensis,epinephelus,NA,epinephelus,NA,NA,NA,NA,0,91837.92091
xiphiidae,xiphiidae,NA,NA,xiphiidae,NA,NA,NA,0,91739.06475
octopus maya,octopus,NA,octopus,NA,NA,NA,NA,0,90774.1
chloroscombrus orqueta,chloroscombrus,NA,chloroscombrus,NA,NA,NA,NA,0,90701.45291
gerres nigri,gerres,NA,gerres,NA,NA,NA,NA,0,90341.93541
dentex angolensis,dentex,NA,dentex,NA,NA,NA,NA,0,90096.78272
tivela mactroides,tivela mactroides,tivela mactroides,tivela,NA,NA,NA,NA,0,89224.01723
ginglymostoma cirratum,NA,NA,NA,NA,NA,NA,NA,1,89188.55294
lutjanus gibbus,lutjanus,NA,lutjanus,NA,NA,NA,NA,0,88918.67456
macrourus carinatus,macrourus,NA,macrourus,NA,NA,NA,NA,0,88873.45003
paralomis granulosa,NA,NA,NA,NA,NA,NA,NA,1,88574.45238
salmo trutta,salmo trutta,salmo trutta,salmo,NA,NA,NA,NA,0,87154.17007
polyprion americanus,polyprion,NA,polyprion,NA,NA,NA,NA,0,86748.68946
epinephelus itajara,epinephelus itajara,epinephelus itajara,epinephelus,NA,NA,NA,NA,0,86085.47552
raja miraletus,raja,NA,raja,NA,NA,NA,NA,0,85934.98599
lethrinus olivaceus,lethrinus olivaceus,lethrinus olivaceus,lethrinus,NA,NA,NA,NA,0,85887.48635
ascidiacea,ascidiacea,NA,NA,NA,NA,ascidiacea,NA,0,85818.1676
cynoscion arenarius,cynoscion arenarius,cynoscion arenarius,cynoscion,NA,NA,NA,NA,0,85399.30369
sander lucioperca,sander lucioperca,sander lucioperca,sander,NA,NA,NA,NA,0,84381.10564
chimaeriformes,chimaeriformes,NA,NA,NA,chimaeriformes,NA,NA,0,84086.38235
pseudotolithus senegallus,pseudotolithus,NA,pseudotolithus,NA,NA,NA,NA,0,83727.60582
sebastes flavidus,sebastes flavidus,sebastes flavidus,sebastes,NA,NA,NA,NA,0,82571.05921
strongylocentrotus droebachiensis,strongylocentrotus droebachiensis,strongylocentrotus droebachiensis,strongylocentrotus,NA,NA,NA,NA,0,82557.75962
necora puber,necora puber,necora puber,necora,NA,NA,NA,NA,0,82450.63151
anguilla rostrata,anguilla rostrata,anguilla rostrata,anguilla,NA,NA,NA,NA,0,81598.30997
rhizoprionodon acutus,rhizoprionodon,NA,rhizoprionodon,NA,NA,NA,NA,0,81415.61152
erimacrus isenbeckii,erimacrus isenbeckii,erimacrus isenbeckii,erimacrus,NA,NA,NA,NA,0,80726.30254
mytilus,mytilus,NA,mytilus,NA,NA,NA,NA,0,80338.06159
tridacna,tridacna,NA,tridacna,NA,NA,NA,NA,0,80238.641
haemulon boschmae,haemulon boschmae,haemulon boschmae,haemulon,NA,NA,NA,NA,0,79964.87449
trichopsetta caribbaea,NA,NA,NA,NA,NA,NA,NA,1,79964.87449
electrona carlsbergi,electrona carlsbergi,electrona carlsbergi,electrona,NA,NA,NA,NA,0,79698.42564
paralichthys,paralichthys,NA,paralichthys,NA,NA,NA,NA,0,79632.04629
haliotis midae,haliotis,NA,haliotis,NA,NA,NA,NA,0,79615.83584
cancer borealis,cancer,NA,cancer,NA,NA,NA,NA,0,78743.86205
epigonus telescopus,NA,NA,NA,NA,NA,NA,NA,1,78596.76093
zeidae,zeidae,NA,NA,zeidae,NA,NA,NA,0,78147.62156
morone americana,morone,NA,morone,NA,NA,NA,NA,0,78141.19151
hilsa kelee,hilsa,NA,hilsa,NA,NA,NA,NA,0,77438.92048
drepane,drepane,NA,drepane,NA,NA,NA,NA,0,77419.56387
zoarces americanus,zoarces,NA,zoarces,NA,NA,NA,NA,0,77376.95733
gymnocranius,NA,NA,NA,NA,NA,NA,NA,1,76683.90672
aprion virescens,aprion virescens,aprion virescens,aprion,NA,NA,NA,NA,0,76111.92958
alosa immaculata,alosa,NA,alosa,NA,NA,NA,NA,0,75901.01321
patinopecten caurinus,patinopecten,NA,patinopecten,NA,NA,NA,NA,0,75825.1458
dussumieria elopsoides,dussumieria elopsoides,dussumieria elopsoides,dussumieria,NA,NA,NA,NA,0,75495.40232
epinephelus maculatus,epinephelus maculates,epinephelus maculates,epinephelus,NA,NA,NA,NA,0,75455.1427
paralichthys californicus,paralichthys,NA,paralichthys,NA,NA,NA,NA,0,75416.20568
haliporoides triarthrus,NA,NA,NA,NA,NA,NA,NA,1,75267.5
pristipomoides filamentosus,pristipomoides filamentosus,pristipomoides filamentosus,pristipomoides,NA,NA,NA,NA,0,75136.21168
plesiopenaeus edwardsianus,NA,NA,NA,NA,NA,NA,NA,1,74867.26434
epinephelus areolatus,epinephelus areolatus,epinephelus areolatus,epinephelus,NA,NA,NA,NA,0,74751.45712
elops saurus,elops saurus,elops saurus,elops,NA,NA,NA,NA,0,74217.1899
epinephelus striatus,epinephelus,NA,epinephelus,NA,NA,NA,NA,0,74204.07341
carcharhinus amblyrhynchos,carcharhinus,NA,carcharhinus,NA,NA,NA,NA,0,73851.59457
rhinobatos percellens,rhinobatos,NA,rhinobatos,NA,NA,NA,NA,0,73666.50079
mustelus mustelus,mustelus,NA,mustelus,NA,NA,NA,NA,0,73534.08029
euthynnus lineatus,euthynnus,NA,euthynnus,NA,NA,NA,NA,0,72994.15136
molva,ulva,ulva,molva,NA,NA,NA,NA,0,71773.07582
caranx ruber,caranx,NA,caranx,NA,NA,NA,NA,0,71314.89921
cyprinidae,cyprinidae,NA,NA,cyprinidae,NA,NA,NA,0,71130.34562
kajikia albida,NA,NA,NA,NA,NA,NA,NA,1,71118.6736
martialia hyadesi,NA,NA,NA,NA,NA,NA,NA,1,70259.46766
crangon,crangon,NA,crangon,NA,NA,NA,NA,0,70193.69851
ostraciidae,ostraciidae,NA,NA,ostraciidae,NA,NA,NA,0,70062.58094
trachinidae,trachinidae,NA,NA,trachinidae,NA,NA,NA,0,69925.66197
haemulon,haemulon,NA,haemulon,NA,NA,NA,NA,0,69302.67258
caulolatilus princeps,NA,NA,NA,NA,NA,NA,NA,1,69072.28309
ranina ranina,ranina,NA,ranina,NA,NA,NA,NA,0,68673.45469
liza klunzingeri,liza klunzingeri,liza klunzingeri,liza,NA,NA,NA,NA,0,68631
sphyrna mokarran,sphyrna mokarran,sphyrna mokarran,sphyrna,NA,NA,NA,NA,0,68538.66496
latridae,labridae,NA,NA,labridae,NA,NA,NA,0,68323.86629
dicologlossa cuneata,dicologlossa cuneata,dicologlossa cuneata,dicologlossa,NA,NA,NA,NA,0,68292.47041
epinephelus malabaricus,epinephelus,NA,epinephelus,NA,NA,NA,NA,0,68206.43504
sphyraena obtusata,sphyraena obtusata,sphyraena obtusata,sphyraena,NA,NA,NA,NA,0,68176.12232
naso unicornis,naso unicornis,naso unicornis,naso,NA,NA,NA,NA,0,67143.88358
totoaba macdonaldi,NA,NA,NA,NA,NA,NA,NA,1,66993.51671
strongylocentrotus,strongylocentrotus,NA,strongylocentrotus,NA,NA,NA,NA,0,66971.86829
squatinidae,NA,NA,NA,NA,NA,NA,NA,1,66683.46229
maurolicus muelleri,maurolicus muelleri,maurolicus muelleri,maurolicus,NA,NA,NA,NA,0,66504.61262
phycis,phycis,NA,phycis,NA,NA,NA,NA,0,66247.36151
berycidae,berycidae,NA,NA,berycidae,NA,NA,NA,0,66045.78371
menticirrhus saxatilis,menticirrhus,NA,menticirrhus,NA,NA,NA,NA,0,66044.48512
ambassidae,ambassidae,NA,NA,ambassidae,NA,NA,NA,0,65804.95625
siliqua patula,NA,NA,NA,NA,NA,NA,NA,1,65795.23213
menticirrhus littoralis,menticirrhus,NA,menticirrhus,NA,NA,NA,NA,0,64792.70934
coregonus albula,coregonus albula,coregonus albula,coregonus,NA,NA,NA,NA,0,64661.241
galeus melastomus,galeus melastomus,galeus melastomus,galeus,NA,NA,NA,NA,0,64186.7087
paralichthys microps,paralichthys,NA,paralichthys,NA,NA,NA,NA,0,64169.65714
pseudocaranx dentex,pseudocaranx dentex,pseudocaranx dentex,pseudocaranx,NA,NA,NA,NA,0,63818.67609
lethrinus harak,lethrinus harak,lethrinus harak,lethrinus,NA,NA,NA,NA,0,63756.88356
austroglossus microlepis,NA,NA,NA,NA,NA,NA,NA,1,63346.93788
lutjanus peru,lutjanus,NA,lutjanus,NA,NA,NA,NA,0,63001.20375
carcharhinus albimarginatus,carcharhinus,NA,carcharhinus,NA,NA,NA,NA,0,62849.84359
lethrinus xanthochilus,lethrinus,NA,lethrinus,NA,NA,NA,NA,0,62518.94607
dicentrarchus punctatus,dicentrarchus,NA,dicentrarchus,NA,NA,NA,NA,0,62245.40422
girella tricuspidata,girella,NA,girella,NA,NA,NA,NA,0,61751.60146
chrysoblephus,NA,NA,NA,NA,NA,NA,NA,1,61142.4
encrasicholina heteroloba,encrasicholina,NA,encrasicholina,NA,NA,NA,NA,0,61122.1833
pellona ditchela,pellona ditchela,pellona ditchela,pellona,NA,NA,NA,NA,0,60960.39705
anarhichas denticulatus,anarhichas,NA,anarhichas,NA,NA,NA,NA,0,60874.74979
carcharhiniformes,carcharhiniformes,NA,NA,NA,carcharhiniformes,NA,NA,0,60509.20106
harengula,NA,NA,NA,NA,NA,NA,NA,1,60221.32405
hydrolagus colliei,hydrolagus,NA,hydrolagus,NA,NA,NA,NA,0,58905.54407
solenocera crassicornis,solenocera crassicornis,solenocera crassicornis,solenocera,NA,NA,NA,NA,0,58618.2669
chlorophthalmidae,chlorophthalmidae,NA,NA,chlorophthalmidae,NA,NA,NA,0,58416.17888
lutjanus jocu,lutjanus,NA,lutjanus,NA,NA,NA,NA,0,58307.56591
istiophorus,istiophorus,NA,istiophorus,NA,NA,NA,NA,0,58131.75891
epinephelus tauvina,epinephelus tauvina,epinephelus tauvina,epinephelus,NA,NA,NA,NA,0,57617.86465
nephropidae,nephropidae,NA,NA,nephropidae,NA,NA,NA,0,57142.95603
acanthopagrus bifasciatus,acanthopagrus bifasciatus,acanthopagrus bifasciatus,acanthopagrus,NA,NA,NA,NA,0,56250.04845
centroscymnus coelolepis,centroscymnus coelolepis,centroscymnus coelolepis,centroscymnus,NA,NA,NA,NA,0,55824.70261
microchirus,NA,NA,NA,NA,NA,NA,NA,1,55154.65777
hydrolagus novaezealandiae,hydrolagus,NA,hydrolagus,NA,NA,NA,NA,0,54884.67507
scomberomorus lineolatus,scomberomorus,NA,scomberomorus,NA,NA,NA,NA,0,54637.31446
carangoides coeruleopinnatus,carangoides,NA,carangoides,NA,NA,NA,NA,0,54162.42262
gnathanodon speciosus,gnathanodon speciosus,gnathanodon speciosus,gnathanodon,NA,NA,NA,NA,0,53969.62779
sebastes paucispinis,sebastes,NA,sebastes,NA,NA,NA,NA,0,53247.2337
chaceon notialis,NA,NA,NA,NA,NA,NA,NA,1,53005.32999
solenocera agassizii,solenocera,NA,solenocera,NA,NA,NA,NA,0,52805.20321
cyttus novaezealandiae,cyttus,NA,cyttus,NA,NA,NA,NA,0,52343.49389
zearaja chilensis,NA,NA,NA,NA,NA,NA,NA,1,51972.04882
lateolabracidae,lateolabracidae,NA,NA,lateolabracidae,NA,NA,NA,0,51852.07227
brevoortia aurea,brevoortia aurea,brevoortia aurea,brevoortia,NA,NA,NA,NA,0,51757.42408
venus verrucosa,venus,NA,venus,NA,NA,NA,NA,0,51328.10248
raja brachyura,raja,NA,raja,NA,NA,NA,NA,0,51222.92568
mulinia,NA,NA,NA,NA,NA,NA,NA,1,50872.3619
naucrates ductor,NA,NA,NA,NA,NA,NA,NA,1,50767.40609
brotula,brotia,NA,brotia,NA,NA,NA,NA,0,50762.09007
plotosus lineatus,plotosus lineatus,plotosus lineatus,plotosus,NA,NA,NA,NA,0,50524.93892
kyphosus,kyphosus,NA,kyphosus,NA,NA,NA,NA,0,50514.32456
scophthalmus aquosus,scophthalmus,NA,scophthalmus,NA,NA,NA,NA,0,50228.23014
scyliorhinidae,scyliorhinidae,NA,NA,scyliorhinidae,NA,NA,NA,0,49909.53982
lithodidae,lithodidae,NA,NA,lithodidae,NA,NA,NA,0,49472.71128
thaleichthys pacificus,thaleichthys pacificus,thaleichthys pacificus,thaleichthys,NA,NA,NA,NA,0,49257.05252
sparisoma viride,sparisoma,NA,sparisoma,NA,NA,NA,NA,0,48769.91714
carcharhinus dussumieri,carcharhinus,NA,carcharhinus,NA,NA,NA,NA,0,48440.79412
raja montagui,raja,NA,raja,NA,NA,NA,NA,0,48310.62217
oncorhynchus masou masou,oncorhychus masou,oncorhychus masou,oncorhynchus,NA,NA,NA,NA,0,47907.18403
centroscyllium fabricii,centroscyllium fabricii,centroscyllium fabricii,centroscyllium,NA,NA,NA,NA,0,47845.96898
sciaena umbra,sciaena umbra,sciaena umbra,sciaena,NA,NA,NA,NA,0,46948.67161
dicentrarchus,dicentrarchus,NA,dicentrarchus,NA,NA,NA,NA,0,46705.27404
peprilus paru,peprilus,NA,peprilus,NA,NA,NA,NA,0,46113.51274
naso,naso,NA,naso,NA,NA,NA,NA,0,45743.17006
lethrinus atlanticus,lethrinus,NA,lethrinus,NA,NA,NA,NA,0,44800.92336
caesio caerulaurea,caesio,NA,caesio,NA,NA,NA,NA,0,44680.65624
caranx lugubris,caranx,NA,caranx,NA,NA,NA,NA,0,44453.29751
chaetodipterus faber,NA,NA,NA,NA,NA,NA,NA,1,44250.64163
sphyrna tiburo,sphyrna,NA,sphyrna,NA,NA,NA,NA,0,43486.57512
salvelinus malma malma,salvelinus,NA,salvelinus,NA,NA,NA,NA,0,42807.32586
carangoides orthogrammus,carangoides,NA,carangoides,NA,NA,NA,NA,0,42790.80695
diagramma pictum,diagramma pictum,diagramma pictum,diagramma,NA,NA,NA,NA,0,42765.26917
lophius gastrophysus,lophius gastrophysis,lophius gastrophysis,lophius,NA,NA,NA,NA,0,42629.52668
protrachypene precipua,NA,NA,NA,NA,NA,NA,NA,1,42619.50038
petromyzon marinus,NA,NA,NA,NA,NA,NA,NA,1,41700.75773
trachinotus carolinus,trachinotus carolinus,trachinotus carolinus,trachinotus,NA,NA,NA,NA,0,41661.34686
epinephelus guttatus,epinephelus,NA,epinephelus,NA,NA,NA,NA,0,40935.27144
paracentrotus lividus,paracentrotus lividus,paracentrotus lividus,paracentrotus,NA,NA,NA,NA,0,40890.43091
lutjanus bohar,lutjanus bohar,lutjanus bohar,lutjanus,NA,NA,NA,NA,0,40785.98703
palaemon serratus,palaemon serratus,palaemon serratus,palaemon,NA,NA,NA,NA,0,40712.84634
scomberesox saurus saurus,scomberesox saurus,scomberesox saurus,scomberesox,NA,NA,NA,NA,0,40575.23887
chlamys islandica,chlamys islandica,chlamys islandica,chlamys,NA,NA,NA,NA,0,40302.43772
sciades couma,ucides,NA,ucides,NA,NA,NA,NA,0,40296.73465
lethrinus miniatus,lethrinus miniatus,lethrinus miniatus,lethrinus,NA,NA,NA,NA,0,40210.8057
symphurus atramentatus,symphodus,NA,symphodus,NA,NA,NA,NA,0,40083.12813
argopecten ventricosus,NA,NA,NA,NA,NA,NA,NA,1,39957.25
pomadasys argenteus,pomadasys,NA,pomadasys,NA,NA,NA,NA,0,39938.78412
beryx,beryx,NA,beryx,NA,NA,NA,NA,0,39658.32286
halobatrachus didactylus,haplobatrachus,NA,haplobatrachus,NA,NA,NA,NA,0,39390.38912
dorosoma cepedianum,NA,NA,NA,NA,NA,NA,NA,1,39222.32598
jasus tristani,jasus,NA,jasus,NA,NA,NA,NA,0,39032.38274
tenualosa toli,tenualosa toli,tenualosa toli,tenualosa,NA,NA,NA,NA,0,38908.41547
sphoeroides maculatus,NA,NA,NA,NA,NA,NA,NA,1,38860.0016
lutjanus fulvus,lutjanus fulvus,lutjanus fulvus,lutjanus,NA,NA,NA,NA,0,38549.35506
joturus pichardi,NA,NA,NA,NA,NA,NA,NA,1,38544.371
scatophagus,scatophagus,NA,scatophagus,NA,NA,NA,NA,0,38388.27651
galeichthys feliceps,thaleichthys,NA,thaleichthys,NA,NA,NA,NA,0,38070.17499
echinodermata,echinodermata,NA,NA,NA,NA,NA,echinodermata,0,38033.85648
limulus polyphemus,mulus,NA,mulus,NA,NA,NA,NA,0,37854.58707
citharichthys sordidus,NA,NA,NA,NA,NA,NA,NA,1,37704.43484
cyprinus carpio,cyprinus carpio,cyprinus carpio,cyprinus,NA,NA,NA,NA,0,37637.64822
enoplolambrus validus,NA,NA,NA,NA,NA,NA,NA,1,37637.27261
illex coindetii,illex coindetii,illex coindetii,illex,NA,NA,NA,NA,0,37448.73996
ibacus ciliatus,ibacus ciliatus,ibacus ciliatus,ibacus,NA,NA,NA,NA,0,37272.95137
pomacentridae,pomacentridae,NA,NA,pomacentridae,NA,NA,NA,0,37260.46971
etelis,etelis,NA,etelis,NA,NA,NA,NA,0,36901.15571
carcharhinus plumbeus,carcharhinus plumbeus,carcharhinus plumbeus,carcharhinus,NA,NA,NA,NA,0,36795.0414
mora moro,mora moro,mora moro,mora,NA,NA,NA,NA,0,36692.03706
chelidonichthys capensis,chelidonichthys,NA,chelidonichthys,NA,NA,NA,NA,0,36260.17165
parupeneus barberinus,parupeneus,NA,parupeneus,NA,NA,NA,NA,0,36080.95838
sebastes melanops,sebastes melanops,sebastes melanops,sebastes,NA,NA,NA,NA,0,35986.22015
macolor,macolor,NA,macolor,NA,NA,NA,NA,0,35683.2773
lutjanus vivanus,lutjanus,NA,lutjanus,NA,NA,NA,NA,0,35123.07062
dipturus batis,dipturus,NA,dipturus,NA,NA,NA,NA,0,35085.49302
lachnolaimus maximus,NA,NA,NA,NA,NA,NA,NA,1,34884.63868
lota lota,lota,NA,lota,NA,NA,NA,NA,0,34675.79838
atractoscion nobilis,atractoscion nobilis,atractoscion nobilis,atractoscion,NA,NA,NA,NA,0,34537.4816
cardisoma guanhumi,cardisoma,NA,cardisoma,NA,NA,NA,NA,0,34498.22736
palinurus,palinurus,NA,palinurus,NA,NA,NA,NA,0,34100.52456
gazza minuta,gazza,NA,gazza,NA,NA,NA,NA,0,33925.6842
choromytilus chorus,NA,NA,NA,NA,NA,NA,NA,1,33744.63333
porichthys plectrodon,aorichthys,NA,aorichthys,NA,NA,NA,NA,0,33638.60896
anomura,NA,NA,NA,NA,NA,NA,NA,1,33543.19056
nematopalaemon schmitti,NA,NA,NA,NA,NA,NA,NA,1,33331.2859
sphyraena jello,sphyraena jello,sphyraena jello,sphyraena,NA,NA,NA,NA,0,33313.50147
plectorhinchus macrolepis,plectorhinchus,NA,plectorhinchus,NA,NA,NA,NA,0,33268.94546
austroglossus pectoralis,NA,NA,NA,NA,NA,NA,NA,1,33216
asteroidea,asteroidea,NA,NA,NA,NA,asteroidea,NA,0,33167.44713
paralithodes,paralithodes,NA,paralithodes,NA,NA,NA,NA,0,32834.58874
prionotus,prionotus,NA,prionotus,NA,NA,NA,NA,0,32741.03243
palinurus gilchristi,palinurus,NA,palinurus,NA,NA,NA,NA,0,32356
leucoraja erinacea,leucoraja,NA,leucoraja,NA,NA,NA,NA,0,32305.90399
hydrolagus,hydrolagus,NA,hydrolagus,NA,NA,NA,NA,0,32221.50845
cynoscion reticulatus,cynoscion,NA,cynoscion,NA,NA,NA,NA,0,32051.16539
scarus ghobban,scarus ghobban,scarus ghobban,scarus,NA,NA,NA,NA,0,32045.05804
squatina squatina,squatina,NA,squatina,NA,NA,NA,NA,0,31840.37072
scomberomorus regalis,scomberomorus,NA,scomberomorus,NA,NA,NA,NA,0,31831.02145
palinurus elephas,palinurus elephas,palinurus elephas,palinurus,NA,NA,NA,NA,0,31500.59875
solen,solen,NA,solen,NA,NA,NA,NA,0,31218.57629
acanthurus lineatus,cantharus lineatus,cantharus lineatus,acanthurus,NA,NA,NA,NA,0,31069.51559
geryon,NA,NA,NA,NA,NA,NA,NA,1,30621.20234
acanthurus xanthopterus,acanthurus xanthopterus,acanthurus xanthopterus,acanthurus,NA,NA,NA,NA,0,30606.12376
amphiarius phrygiatus,NA,NA,NA,NA,NA,NA,NA,1,30526.55065
argentina sphyraena,argentina sphyraena,argentina sphyraena,argentina,NA,NA,NA,NA,0,30272.93622
zenopsis nebulosa,zenopsis nebulosa,zenopsis nebulosa,zenopsis,NA,NA,NA,NA,0,30191.6091
epinephelus polyphekadion,epinephelus,NA,epinephelus,NA,NA,NA,NA,0,30076.4895
etmopterus spinax,etmopterus,NA,etmopterus,NA,NA,NA,NA,0,29462.76321
venerupis corrugata,venerupis corrugata,venerupis corrugata,venerupis,NA,NA,NA,NA,0,29127.71783
cancer productus,cancer,NA,cancer,NA,NA,NA,NA,0,29121.24236
lutjanus kasmira,lutjanus,NA,lutjanus,NA,NA,NA,NA,0,29075.0223
pinna bicolor,panna,NA,panna,NA,NA,NA,NA,0,28847.04384
eleginops maclovinus,eleginops maclovinus,eleginops maclovinus,eleginops,NA,NA,NA,NA,0,28504.10374
ensis siliqua,ensis,NA,ensis,NA,NA,NA,NA,0,28212.13483
torpedinidae,NA,NA,NA,NA,NA,NA,NA,1,28117.69333
maja squinado,maia squinado,maia squinado,maja,NA,NA,NA,NA,0,28116.12403
carcharias taurus,carchairas,NA,carchairas,NA,NA,NA,NA,0,28050.75607
peprilus snyderi,peprilus,NA,peprilus,NA,NA,NA,NA,0,27859.0452
pinguipedidae,pinguipedidae,NA,NA,pinguipedidae,NA,NA,NA,0,27856.41355
mycteroperca xenarcha,mycteroperca,NA,mycteroperca,NA,NA,NA,NA,0,27663.7109
isurus paucus,isurus,NA,isurus,NA,NA,NA,NA,0,27623.32765
centriscidae,NA,NA,NA,NA,NA,NA,NA,1,27312.75553
albula vulpes,mobula,NA,mobula,NA,NA,NA,NA,0,27234.66572
aphareus rutilans,apharus rutilanus,apharus rutilanus,apharus,NA,NA,NA,NA,0,26913.71552
hyporhamphus,hyporhamphus,NA,hyporhamphus,NA,NA,NA,NA,0,26802.98552
gymnothorax,gymnothorax,NA,gymnothorax,NA,NA,NA,NA,0,26798.81029
sarda orientalis,sarda orientalis,sarda orientalis,sarda,NA,NA,NA,NA,0,26796.51672
makaira,makaira,NA,makaira,NA,NA,NA,NA,0,26717.12331
cephalopholis fulva,cephalopholis,NA,cephalopholis,NA,NA,NA,NA,0,26622.67034
mycteroperca rubra,mycteroperca rubra,mycteroperca rubra,mycteroperca,NA,NA,NA,NA,0,26620.00532
hexanchus griseus,NA,NA,NA,NA,NA,NA,NA,1,26193.93657
scorpaena russula,scorpaena,NA,scorpaena,NA,NA,NA,NA,0,26117.85487
holocentrus adscensionis,NA,NA,NA,NA,NA,NA,NA,1,26096.64512
paphia,paphia,NA,paphia,NA,NA,NA,NA,0,25987.23115
ruditapes decussatus,ruditapes decussatus,ruditapes decussatus,ruditapes,NA,NA,NA,NA,0,25964.21303
leukoma staminea,NA,NA,NA,NA,NA,NA,NA,1,25882.11918
niphon spinosus,niphon spinosus,niphon spinosus,niphon,NA,NA,NA,NA,0,25768.99021
callinectes danae,callinectes,NA,callinectes,NA,NA,NA,NA,0,25734.45873
tridacna maxima,tridacna maxima,tridacna maxima,tridacna,NA,NA,NA,NA,0,25615.76096
pseudochaenichthys georgianus,NA,NA,NA,NA,NA,NA,NA,1,25400.12425
eucinostomus gracilis,NA,NA,NA,NA,NA,NA,NA,1,25396.88541
parapenaeopsis atlantica,parapenaeopsis atlantica,parapenaeopsis atlantica,parapenaeopsis,NA,NA,NA,NA,0,25333.87213
orthopristis chrysoptera,NA,NA,NA,NA,NA,NA,NA,1,25106.02793
saurida undosquamis,saurida undosquamis,saurida undosquamis,saurida,NA,NA,NA,NA,0,25020.00005
citharus linguatula,citharinus,NA,citharinus,NA,NA,NA,NA,0,24961.91858
parupeneus indicus,parupeneus indicus,parupeneus indicus,parupeneus,NA,NA,NA,NA,0,24928.33589
carcharhinus obscurus,carcharhinus,NA,carcharhinus,NA,NA,NA,NA,0,24915.67969
lethrinus obsoletus,lethrinus,NA,lethrinus,NA,NA,NA,NA,0,24780.3948
mimachlamys varia,mimachlamys varia,mimachlamys varia,mimachlamys,NA,NA,NA,NA,0,24614.11183
sebastolobus alascanus,sebastolobus alascanus,sebastolobus alascanus,sebastolobus,NA,NA,NA,NA,0,24443.50112
